setting,compound,sentence_usage,sentence_id,cluster_id,year,requested_k,effective_k,iterations,ensemble_runs
cw_knn_k10_iter20_ens9,feuerwerk,"Es hat ein Forſt-Bedienter , wenn er ſeiner Herrſchafft treu und redlich vorſtehen will , bey dem Klaffter-ſchlagen wohl zu uͤberlegen , wie ſein ihm anvertrautes Refier am Holtze beſchaffen , ob viel oder wenig , ſtarckes oder ſchwaches Holtz darinnen zu finden , ob die Baͤume friſch und nutzbar zum Bauen , oder aber alt , faul und morſch , und zu nichts , als zum Feuerwerck dienen , ob auch guter Abgang vom Holtze , und daß es theuer genung bezahlet wird , daß man es vergeſſen kan , oder ob mans gar zu wohlfeil weglaſſen muß , da man beſſer thut , daß man es noch einige Jahre ſtehen laͤſſet , biß es angenehmer wird .",4854930,31,early,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"Die armen Leute in unſerm Sachſen-Lande graben an denjenigen Orten , wo das Holtz angenehm iſt , die Diſteln und andere groſſe Kraͤuter aus dem Felde heraus , und bedienen ſich derſelben zum Feuerwerck ; Noch andere der Stoppeln , die in dem Felde ſtehen bleiben , als wie um Leipzig , Merſeburg , Weiſſenfels und Halle herum ; man ſchneidet ſie in dieſen Gegenden nicht allzutieff ab , und laͤßt lange Stoppeln ſtehen .",4855244,12,early,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"An den Orten , wo niedrige und geringe Felder ſind , graͤbet und hacket man die Quecken aus den Feldern nach der Erndte , oder reiſſet ſolche mit der Ege , oder gewiſſen zweyhackigten eingentlich dazu gemachten Quecken-Hacken aus , traͤget ſie nach Hauſe , und gebraucht ſie an ſtatt des Holtzes zum Feuerwerck .",4855247,25,early,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"Das Rohr , ſo aus den Teichen gehauen wird , muß ebenfalls an manchen Oertern , wo das Holtz angenehm , ein Feuerwerck mit abgeben , wiewohl es zum Decken der Haͤuſer , und zu andern Haußwirthlichen Gebrauch noch weit beſſer zu nutzen , als ſo .",4855249,19,early,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"Nach ſolcher Kurtzweile divertirte man ſich , weil es zu Anzuͤndung des Feuerwercks noch nicht dunckel genung war , wobey Jhre Durchlauchtigkeit die Chur-Printzeßin die Hoheit ihres Geiſtes und Großmuth blicken lieſſen , indem ſie ſich ſo wohl bey dem Gewinſt als Verluſt gantz indifferent bezeigten , und dadurch zu erkennen gaben , daß ſie nur zur Luſt ſpielten , und auf eine edele Art ſo wohl zu gewinnen als zu verlieren wiſſen .",4861505,1,early,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"Jndeſſen langte die Flotte unvermerckt auf dem Schloß Stahrenberg an , allwo man das Feuerwerck angeordnet hatte .",4861506,9,early,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"Jch habe hierbey ſo wohl weitlaͤufftige und koſtbahre hiſtoriſche Tractate , als auch die kleinſten Piécen und Beſchreibungen von Croͤnungen / Einzuͤgen / Illuminationen / Feuerwercken / Carouſellen u. ſ. w. mit zu rathe gezogen / und bin genoͤthiget worden / eine ſehr groſſe Menge der Geſchicht-Buͤcher theils mit Aufmerckſamkeit durchzuleſen / theils mit fluͤchtigen Augen durchzulauffen .",4901020,11,early,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"Zu der Einweyhung der weltlichen Gebaͤude werden unterſchiedene frembde Fuͤrſtliche Herrſchafften eingeladen , ſie werden in dem neuen Gebaͤude auf das praͤchtigſte tractirt , und die Einweyhungs-Solennitaͤten mit mancherley Vocal- und Inſtrumental-Muſic , Tantzen , Balletten , Feuerwercken , Illuminationen und andern Luſtbarkeiten vergnuͤgt geendiget .",4901605,18,early,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"So lange das Hoch-Fuͤrſtliche Beylager waͤhret , werden mancherley Luſtbarkeiten vorgenommen , mit Carouſellen , Masqueraden , Wirthſchafften , Feuerwercken , Illuminationen , Fuß- Turnieren , Kampf-Jagten , Schnepper-Schieſſen , Scheiben-Schieſſen , Opern und Comoͤdien und andern dergleichen , die in der letzten Abtheilung ausfuͤhrlich werden beſchrieben werden .",4902281,17,early,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"Nach der Niederkunfft werden unter Trompeten- und Paucken-Schall , Laͤutung aller Glocken , Loßfeurung der Canonen und einer dreyfachen Salve der in der Reſidenz liegenden Milice , beſondre Danck-Feſte gehalten ; Es wird den , an frembden Hoͤfen ſubſiſtirenden Abgeſandten Ordre ertheilet , dieſerhalben beſondre Illuminationen anzurichten , praͤchtige Feuerwercke anzuzuͤnden , Geld unter die Armen auszutheilen , Fontainen mit Wein lauffen zu laſſen , und ſonſt mancherley Freuden-Bezeugungen anzuſtellen .",4902419,28,early,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"§. 33. Nachgehends geſchicht unter Trompeten- und Paucken-Schall die Einladung zur Tafel , die auf das magnifiqueſte angerichtet wird , und es wird nicht allein dieſer Tauf-Tag , ſondern auch noch viel folgende Tage / die zur Celebration dieſer Feſtivitaͤten beſtimmet ſind , bey Hofe und in der gantzen Reſidentz mit mancherley Freuden-Bezeugungen , mit Feuerwercken , Illuminationen , muſicaliſchen Concerten , Ballettern , Banquetern , Comœdien , Opern , und andern dergleichen zugebracht .",4902527,28,early,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"Es iſt wohlgethan , wenn der Hofmeiſter in den Promenaden und Luſt-Reiſen die er mit ihnen vornimmt , eines und das andere aus der Phyſic und Mathematie , ſo in die Cameral-Wiſſenſchafft laͤufft , bey der Gelegenheit ihnen im Diſcours beybringt , oder ſie bißweilen zu allerhand Kuͤnſtlern in der Hoch-Fuͤrſtlichen Reſidenz herum fuͤhret , oder die Naturalien- und Kunſt-Kammern mit ihnen beſucht , oder ihnen allerhand Modelle von Veſtungen , Schloͤſſern , Gebaͤuden , Machinen u. ſ. w. erklaͤhret , auch ſie mit mancherley optiſchen Raritaͤten , mit kleinen Feuerwercken , Illuminationen u. ſ. w. zu divertiren ſucht .",4902629,8,early,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"Es wird den Hoch-Fuͤrſtlichen Gaͤſten bey ihrem Anweſen alles nur erſinnliche an Hoͤflichkeit und Plaiſir erwieſen , ſo ihren Neigungen , ihrem Stande und Temperament gemaͤß , und ihnen zum Divertiſſement mancherley Arten der Luſt- und Waſſer-Jagten , der Inventions-Tafeln , der Comœdien , Opern , Balletten , Carruſellen , Kampf- Jagten , Schneppen-ſchieſſen , Feuerwercke , Illuminationen und Maſqueraden angeſtellt .",4903694,31,early,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"Man ſiehet und hoͤret allenthalben auf eine vielfache Weiſe Freudens-Feſtivitaͤlen , an Illum inationen , Feuerwercken , Comœdien , Opern , Baͤllen ; man laͤſt unter das Volck rothen und weiſſen Wein ſpringen , und ein iedweder iſt bemuͤhet , alle nur erſinnliche Kennzeichen einer allgemeinen Feude und vollkommenen Zufriedenheit dabey an Tag zu legen .",4905369,19,early,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"6. Sind dieſe Ceremonien vollbracht , ſo wird Salve gegeben , es werden die Canonen abgefeuert , praͤchtige Tafeln und Banqueter angeſtellet , Illuminationen und Feuerwercke angezuͤndet , und einige Taͤge und Naͤchte nichts als lauter Freudens- Feſtivitaͤten wahrgenommen .",4905534,15,early,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"Manchen groſſen Herrn geſchiehet kein ſonderlicher Gefallen , wenn er viele und weitlaͤufftige Orationen anhoͤren ſoll , ſondern er ſiehet es am liebſten , wenn die Worte ſo kurtz gefaſt werden , als nur immer moͤglich ; Ein anderer iſt gar wohl zufrieden , wenn ſeine Unterthanen die Unkoſten bey den Feuerwercken und Illuminationen erſpahren , dafern ſie ihm nur bey der Huldigung ein anſehnliches Præſent von neu-gepraͤgten Ducaten offeriren , u. ſ. w .",4905734,29,early,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"Sie laſſen guͤldene und ſilberne Schauſtuͤcken praͤgen , und uͤberbringen die anſehnlichſten Præſente , ſie erbauen koſtbahre Ehren-Pforten , zuͤnden Freuden-Feuer und Feuerwercke an , und alle Staͤnde laſſen durch ihre Deputirten ſolenne Reden bey ihren Herrſchafften ablegen .",4906211,12,early,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"Manche ſind zwar allgemein , die nicht allein in Teutſchland , ſondern auch in andern Europaͤiſchen Provintzen gebraͤuchlich , und ſo wohl bey Privat-Perſonen als unter groſſen Herren eingefuͤhrt , als die Daͤntze , die Schlittenfahrten , die Comoͤdien , die Opern , die Feuerwercke , die Illuminationen , die Wirthſchafften , die Bauer-Hochzeiten , u. ſ. w. ſie haben aber in einigen Laͤndern gantz neue Zuſaͤtze bekommen , und ſind daſelbſt erſt recht kunſtmaͤßig ausgearbeitet , in neue Verfaſſung geſetzt , und in beſondere Regeln gebracht worden .",4906269,18,early,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"An einigen Hoͤſen beſtehen ſie nur in Verkleidungen und in den gewoͤhnlichen Spielen und Tantzen , ſo damit vereiniget , an andern aber ſind ſie mit vielen koſtbaren und ſolennen Luſtbarkeiten , als Aufzugen , Fuß-Turnieren , Feuerwercken , Kampff-Jagten u. d. g. vergeſellſchafftet .",4906890,5,early,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"Bißweilen ſind ſie mit kleinen Feuerwercken vermiſcht , und geben zu gleicher Zeit , theils ein Feuerwerck , theils eine Illumination ab .",4907078,7,early,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"Bißweilen ſind ſie mit kleinen Feuerwercken vermiſcht , und geben zu gleicher Zeit , theils ein Feuerwerck , theils eine Illumination ab .",4907078,20,early,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,Von Feuerwercken .,4907117,14,early,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"Wenn ein Feuerwerck wohl ordonirt werden , und aus unterſchiedenen Handlungen beſtehen ſoll , ſo gehoͤrt eben eine ſo geſchickte Compoſition dazu , als zu einer Opera oder Comœdie , ſie muͤſſen auch eben ſo auf einander folgen , iedoch mit dieſen Unterſcheid , daß ſo wohl die Ausziehungen des Theatri , als auch die Handlungen nicht ſo weitlaͤufftig ſeyn duͤrffen , als in einer Opera .",4907120,4,early,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,§. 2. Bißweilen iſt ein Feuerwerck und eine Illumination miteinander vermiſcht .,4907121,0,early,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"3. Man ſtellet in den Feuerwercken mancherley vor , ſo ſich zu einer ieden Feſtivitaͤt und Erfindung ſchickt , als verzogene Nahmen , Wapen , Ehren-Pforten , Gebaͤude , Feſtungen , Portale , Statuen , Goͤtter , u. ſ. w. So ſieht man auch bißweilen auf dem Theatro einige in Feuer verkleidete Maͤnner , die ſich mit Feuer verſetzten Kolben tapffer herum ſchlagen / man præſentirt mancherley lateiniſche und teutſche Inſcriptionen , die ſich alle gar deutlich leſen laſſen , und Fontainen , die unterſchiedliche melirte Feuer in die Hoͤhe ſpritzen .",4907128,0,early,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"4. Die beſondern Handlungen , aus welchen ein Feuerwerck zuſammen geſetzt , werden in beſondern Figuren von unterſchiedenen Couleuren vorgeſtellt / als , einige brennen in weiſſen Feuer , die andern in blauen Feuer , noch andere in rothen Feuer .",4907131,2,early,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"Es laͤſt auch gar artig , wenn bey einigen praͤchtigen Feuerwercken , die man mit Abfeuerung einiger halber oder gantzer Carthaunen eroͤffnet , Mercurius , oder ein Adler , oder ſonſt etwas anders geflogen kommt , und das Feuerwerck anzuͤudet .",4907136,3,early,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"Es laͤſt auch gar artig , wenn bey einigen praͤchtigen Feuerwercken , die man mit Abfeuerung einiger halber oder gantzer Carthaunen eroͤffnet , Mercurius , oder ein Adler , oder ſonſt etwas anders geflogen kommt , und das Feuerwerck anzuͤudet .",4907136,5,early,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"Es ſteigen auch waͤhrender Zeit , da das Feuerwerck brennet , einige tauſend Raqueten zu vielen Pfunden , welche theils in Kaſten verſetzt , theils an Creutzen haͤngen .",4907151,0,early,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"Vor einigen Jahren hat man in Paris von dieſer Art der Feuerwercke etwas gantz neues und beſonders geſehen , da ein gewiſſer Kunſt-Feuerwercker vor dem Koͤnig und dem gantzen Hofe eine noch nie geſehene und gehoͤrte Probe ablegte .",4907157,26,early,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"Die Stuͤcke , ſo man bey den Feuerwercken loͤſet , werden fein langſam abgefeuert , wenn der Knall des letzten Stuͤcks hinweg iſt ſo werden die Creutze und Kaͤſten mit Raqueten behangen und verſetzt , und zugleich angezuͤndet .",4907161,0,early,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"Die Muſic , ſo man bey den Feuerwercken , entweder nach Endigung einer ieden Handlung , oder auch unter dem Actu erſchallen laͤſt , muß mit dem Themate , ſo man repræſentirt , harmoniren .",4907163,0,early,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"Die Erfindung des Feuerwercks muß ſinnreich ſeyn , und aus nichts gemeinen noch abgeſchmackten beſtehen .",4907166,4,early,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"§. 14. Jn den heutigen Zeiten , da alle Kuͤnſte und Wiſſenſchafften auf einen ſehr hohen Gipffel geſtiegen , verlangen groſſe Herren mit Recht bey ihren Feuerwercken mehr Kunſt und Accurateſſe , da man hingegegen vor ein hundert Jahren und druͤber mit einer gar ſchlechten Invention vorlieb nahm .",4907169,17,early,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"Den 12 Dec. a. 1585 wurde auf dem Beylager Chur-Fuͤrſtens Auguſti zu Sachſen , ſo er zu Deſſau mit Frau Agnes Hedwig zu Anhalt celebrirte , auf der Mulde ein Feuerwerck angezuͤndet , ſo in der Geſtalt eines Crocodils angerichtet war , und mitten auf dem Fluß gebracht wurde ; es gab etliche 100 Schuͤſſe von ſich , und ward damahls vor etwas vortreffliches gehalten. S.",4907170,12,early,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"Und bey der Vermaͤhlung des Churfuͤrſten von Sachſen Princeßin Tochter , Magdalena Sybilla , mit dem Printzen Chriſtiano V. zu Dennemarck , ward a. 1634 ein Feuerwerck mit bloſſen Raqueten und andern Luſt-Schwaͤrmern angebrandt. S.",4907172,11,early,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"Die Vorſichtigkeit iſt bey allen Feuerwercken hoͤchſt noͤthig , damit nicht allein den nicht gar zu weit davon entfernten Gebaͤuden , ſondern auch durch Herunterfallung ſo vieler tauſend Raqueten-Ruthen , und etzlicher 100 Luſt-Kugeln , den Menſchen oder Gebaͤuden kein Schaden zugefuͤgt werde .",4907175,7,early,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"Und vielleicht iſt auch irgendwo Feuerwerk , und wir ſehen dann die Raketen ſteigen .",4923195,10,late,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"„ Das iſt mehr , als wir erwarten durften ; Ende gut , alles gut , — nun haben wir auch noch ein Feuerwerk .",4923643,19,late,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"Aber doch nicht wahrſcheinlich , Friedrichsfelde gehört nicht in die Reihe der Vororte , wo Feuerwerke ſozuſagen auf dem Programm ſtehen .",4923652,1,late,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,Aber Feuerwerk ! “,4923662,14,late,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"Das war ſehr unbequem geweſen , aber ſie beſaß doch nebenher einen guten Verſtand , und in allem , was ſie ſagte , war etwas , worüber ſich ſtreiten und ein Feuerwerk von Anzüglichkeiten und kleinen Witzen abbrennen ließ .",4928625,11,late,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"Und aus ſeinen eignen Worten iſt deutlich zu erſehen , daß damahls ſchon eine Vermiſchung aus Salpeter und andern Materien bey den zur Luſt angeſtellten Feuerwerken uͤblich geweſen .",4933936,17,early,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"Denn dieſer Autor beſchreibet zwey Gattungen von Feuerwerken , eine fliegende , und eine andere , welche einen Knall von ſich giebt .",4933938,0,early,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"Das giebt dann ein dem Gewehrfeuer ähnliches Geknatter ; zugleich brechen große Flammen zwiſchen den Walzen hervor und glühende Kohlenſtückchen , die zu Tauſenden umherfliegen , bewirken ein förmliches Feuerwerk .",4964434,5,late,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"Man mag ſagen was man will , man mag mit koketter Selbſtgefälligkeit der prickelnden Ueberfeinerung unſerer ganzen Gedankenwelt , die wie ein Feuerwerk über das Geſchlecht der Gegenwart hinwegkniſtert , den Spiegel vorhalten und ſich des geiſtig-ſinnlichen Elementes , das all unſer Streben und Schaffen durchwärmt , erfreuen : Großes , wahrhaft Impoſantes hat nur die Technik zu Tage gefördert .",4964792,11,late,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"Nach erfolgter Rückkohlung , wobei die Birne geſenkt wird , um den Einſatz ( flüſſiges Roheiſen ) einbringen zu können , geht , ſobald die erſtere wieder aufgerichtet wird , von Neuem das Schnauben und Puſten , verbunden mit einem bis zur Dachconſtruction emporgeſchleuderten Funkenſtieben los : ein Schauſpiel , wie es kein Feuerwerk darzubieten vermag .",4964996,21,late,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,Vrſtiſ. Chron. Baſil. L. VII. c. 9. Dergleichen feurige Spieß und Balken ruͤhren her von vilen ſchwefelicht entzuͤndtlicher / und darbey zaͤher / zuſamenhangender Materi / welche / ehe ſie in einen Brand gerahtet / ſich der laͤnge nach / und in ſolcher Form / anhenket / daß ein Feuerwerk heraußkomt / gleich einem Sper / oder Balken .,5090964,21,early,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"Bald deucht mir in ihren Bluͤhen , Seh man recht ein Feurwerk gluͤhen , Das zu GOttes Ehren brennt :",5166680,3,early,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"Die am hohen Himmels Dach , ſo viel Lichter aufgehangen , Die zu deiner Gottheit Ruhm , als ein ſchimmernd Feurwerk prangen .",5167333,19,early,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"O ! welche Weisheit , welche Staͤrke , Regiert und haͤlt die Feuerwerke , Die unaufhoͤrlich Flammen ſpein :",5168340,1,early,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,Mit Donnern und himmlischen Feuerwerken muss man zu schlaffen und schlafenden Sinnen reden .,5265768,0,late,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"Nicht moͤglich iſts , wenn auch ein Feuer-Werck Jn gruͤnen Flammen brennte , Daß es noch herrlicher , als dieſes , glaͤntzen koͤnnte .",5333600,2,early,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"Hunderte von Löschenden wogten in gelben und blauen Röcken mit weissen Schriftzeichen darauf durcheinander ; manche bedienten die kleinen Spritzen , andere trugen Wasser , die meisten aber schwenkten unter heftigem Toben und Springen bunte Fahnen und Laternen ; vom Dach aus ein reizendes Schauspiel , die bunteste Maskerade bei sprühendem Feuerwerk .",5405245,25,late,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"Die ersten Franzosen , die 1861 am Stillen Freitag in der Cathedrale Nan-taṅ eine von chinesischen Geistlichen administrirte Messe hörten , waren seltsam überrascht , als bei Erhebung der Hostie ein knallendes Feuerwerk am Altar losging . —",5405611,5,late,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"Eine reizende Wirkung macht es , wenn die hochstehende Sonne in den weissen Pulverdampf der im Mittelraum abgebrannten Feuerwerke hineinscheint .",5406666,19,late,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"So verging der Abend in heiterer Erinnerung an die liebe ferne Heimath , und wurde durch ein siamesisches Feuerwerk beschlossen .",5407524,30,late,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,Gegen zehn wurde im Garten ein hübsches Feuerwerk abgebrannt .,5407611,0,late,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"Dann zündete der König eigenhändig das Feuerwerk an und nahm mit seinen Kindern auf dem Estrich des Katafalkes Platz , wohin der Phraklaṅ auch den Gesandten führte .",5407916,2,late,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"Das Feuerwerk war prächtig , der Jubel des Volkes laut und lärmend .",5407919,4,late,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,Ein Feuerwerk beschloss den Abend .,5407929,27,late,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,An demselben Tage begann die Feier des chinesischen Neujahrsfestes ; das Feuerwerk knallte die ganze Nacht .,5407973,1,late,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"Mit der Einteilung in Erfolgs- und Gefährdungsdelikte , Rechtsgüterverletzung und Rechtsgütergefährdung , welche beim gemeinen Delikte gemacht wird , ist jedenfalls keine entsprechende Abgrenzung zu erzielen , denn sie läſst sich auch innerhalb des Polizeidelikts selbst durchführen ; man muſs nur das richtige Rechtsgut im Auge behalten : ruhestörender Lärm ist Verletzungs- und Erfolgsdelikt , Nichtanzeige eines aufgenommenen Fremden Gefährdungsdelikt ; Feuerwerke abbrennen in der Nähe von Gebäuden ( Stf.G.B. § 368 Ziff. 7 ) ist Gefährdung dieser , aber Verletzung der öffentlichen Sicherheit und unter dem letzteren Gesichtspunkt mit Strafe bedroht .",5551651,32,late,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"Es verdienet hier auch ſeine Stelle das Freuden- Schieſſen ſo wohl mit grobem , als kleinem Geſchuͤtze , nebſt allen Feuer-Wercken , die einen Knall von ſich geben , wenn ſie zerſpringen , gleichwie ſie an ſich auch dem Auge Vergnuͤgen machen , und daher mit in die vorhergehende Claſſe gehoͤren ( §. 390 ) .",5567236,19,early,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,Dis aber iſt das Wohl / ſo recht beſtaͤndig heiſſet / Wenn ſich ein treues Hertz mit ſeines Gleichen liebt / Kein Stern iſt / der ſo ſchoͤn bey duncklen Abend gleiſſet / Als der beliebte Strahl / den reine Liebe giebt ; Dis ſchoͤne Feur-Werck iſt auch an dem Paar zu ſehen / Das nach des Himmels-Schluß dis Wohl denckt einzugehen .,5645232,18,early,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"Und im Winter hatte ſie ihr Feuerwerk bereit legen laſſen , und einen Wachsſtock , der leicht brennte , um es anzuzuͤnden : indem ſie den Bedienten nicht gern Beſchwerde machte , „ deren haͤrtere Arbeit , wie ſie zu ſagen gewohnt war , und ſpaͤteres Zubettegehn in Betrachtung gezogen zu werden verdiente . “",5723720,7,early,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"Geſchuͤtz und Feuerwerck , wie daſſelbe zu werffen und zu ſchieſſen III. 275",5815825,22,early,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"„ Dieſe ſagten mir , welches ich aber in der gedruckten Reife nicht angemercket finde , daß , als derſelbe kluge Seemann an die Kuͤſte des Suͤdlandes kom̃en , ( welches auch ein ſchlechter Kerl koͤnte gethan haben ) er ſo erfreut geweſen waͤre , daß er vor Freuden alle ſein Geſchuͤtz losgebrannt , Raggeten in die Lufft geſchoſſen , und Feuerwercke machen laſſen .",6055174,21,early,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"Wir wurden hieruͤber alle in eine erſtaunende Verwunderung verſetzt , und wird mir erlaubt ſeyn zu ſagen , daß in der gantzen Welt ſchwerlich ein Printz oder andere Puiſſance anzutreffen ſeyn wird , welcher vor ſeine , vielleicht uͤbermaͤßig angewandten Koſten , dergleichen Waſſer- und Feuer-werck zu ſehen bekommen , als uns die Natur vor dißmahl umſonſt vorſtellete , jedoch zu unſerm allergroͤſten Schrecken .",6067567,29,early,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"Wir waren ſehr aufmerckſam uͤber dieſe Veraͤnderung , nachdem aber etwa 4. biß 5. Minuten verlauffen , crepirte dieſe unſern Gemuͤths- und Leibes-Augen vorgelegte Bombe in einem Augenblicke , ſpye noch viele Feuer-Klumpen und Sterne von allerhand Farben von ſich , und verſunck hernach in die See , mithin hatte das gantze Feuerwerck ſeine Endſchafft erreicht , ſo daß weiter nichts als eine Egyptiſche Finſterniß in der Gegend zu betrachten war .",6067569,25,early,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"Es war dieſer mein Famulus ein geſchickter Purſche von 18. Jahren , und richtete ſeine Sachen wohl aus , kam bald zuruͤck , und referirte uns , daß auf der Alberts- Burg weder Albertus ſelbſt , noch jemand anders , weder von der Schwaͤrtze am Himmel , noch von dem curieuſen Feuerwercke das geringſte geſehen , ſondern ſie haͤtten alle wohl und ſanffte geſchlaffen , biß ſie von dem Erdbeben , welches ſie eben ſo hefftig , alswir empfunden , aufgeweckt worden .",6067574,8,early,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"Etwa eine Stunde nach dem Knall der zwey Canonen verſammleten ſich nach und nach etliche 100. Menſchen beyderley Geſchlechts , aus allen Pflantz-Staͤdten auf dem Platze bey der Kirche und am Fuſſe der Alberts-Burg , welche alle einſtimmig ausſagten : daß ſie zwar das Erdbeben in eben der Gewalt verſpuͤret haͤtten , als wir , allein von der Schwaͤrtze am Himmel und dem Feuerwerck wolte niemand nichts wiſſen , biß endlich diejenigen abgeloͤſeten Waͤchter kamen , welche in verwichener Nacht auf den hoͤchſten Klippen in ihren Schilderhaͤuſern bey den Canonen Schildwacht gehalten .",6067575,21,early,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"Dieſe wuſten wegen der Schwaͤrtze und des Feuerwercks alles ſo accurat auszuſagen , als wir es mit unſern Augen geſehen hatten .",6067576,2,early,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"Mir traͤumet , daß Mesſeigneurs ein kleines Feuer-Werck ſpielen wollen , worzu ich gratulire , und ſo offt ich einen Mortier abfeuren hoͤre , 12. Canonen auf unſern Schiffen werde loͤſen laſſen , weil wir mit dem Barbariſchen Pulver , wie ich faſt nicht gemeint , noch einen wichtigen Vorrath von Pulver haben .",6068168,3,early,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"Unterdeſſen gieng ich mit meinem Bruder auch etwas abſeits , und beredeten uns , wie wir es mit dem Feuer-Wercke halten wolten ; Er ſagte : wenn ein und anderes paſſirt , ſo will ich meine Dinge gleich nach der Abend-Taffel , die doch auf unſer Bitten nicht lange waͤhren muß , ſchon machen .",6068188,16,early,10,10,20,9
cw_knn_k10_iter20_ens9,feuerwerk,"Der Gouverneur und alle Anweſende bezeigten ihr Vergnuͤgen daruͤber , indem kam mein Bruder ſelbſt , und bath unſere ſaͤmmtlichen Gaͤſte , mit ihm an den Strand zu ſpazieren , um auf der See ein kleines Feuerwerck anzuͤnden zu ſehen .",6068417,12,early,10,10,20,9
