target_word,sentence_1_id,sentence_1,sentence_2_id,sentence_2,era_group,[Bewertung]
sonnenuhr,3876683,"Frau von Brieſt hatte den Brief ihrem Manne vorgeleſen ; beide ſaßen auf dem ſchattigen Steinflieſengange , den Gartenſaal im Rücken , das Rondell mit der Sonnenuhr vor ſich .",5950235,"Steht auf der Sonnenuhr im großen Garten , Auf deſſen Weiſer ſich ein alter Spatz Den unſcheinbaren Kragen emſig putzt Und ſchnell das ſchiefgebogne Köpfchen kraut .",Late-Late,4
bildhauer,5880970,Der Name des Bildhauers iſt in das Fußgeſtelle gegraben : ΑΠΟΛΛΟΝΙΟΣ ΝΗΣΤΟΡΟΣ ΑΘΗΝΑΙΟΣ .,2116713,"Die Fabel ſagt uns , daß Mercurius aus Neugier den Himmel verlaſſen , und ſich zu einem Bildhauer begeben hat , um zu erfahren , in was fuͤr Anſehen er bey den Sterblichen ſtuͤnde .",Early-Early,4
sündenfall,3300731,"Wie manche Dina wird ins Wolluſt Nez geſtrikket , Wenn ſie mit freien Sinn , nach Hemors Juͤngling blikket Wie viele kommen nicht durch blendendes Metal , Das ſchnoͤden Geiz erregt , zum ſchweren Suͤndenfall ; Wenn wo ein Goldklump blizt ; der Abgott dieſer Erden , Kan einer daran leicht ein ſchaͤndlich Raͤuber werden , Den die Begier betaͤubt , daß er es ſehnlich greift , Und ſich dadurch ein Strik um ſeine Kehle ſchlaͤuft .",444508,"Wir ſitzen von Natur in Finſterniß und Schatten des Todes gefangen , wir ſind nach dem Suͤndenfall aus dem angenehmen Eden in ein betruͤbtes und unangenehmes Land verwieſen .",Early-Early,2
trauerspiel,3862512,"In Ludwig Robert's Trauerſpiel » Die Macht der Verhältniſſe « , hat Devrient die Sterbeſzene ſo dargeſtellt , daß ſelbſt die ſonſt ſo ruhige Mad. Schröckh zitterte , weinte und eingeſtand :",4456955,Das Trauerſpiel war aus ; das Idyll begann .,Late-Late,4
zitronensaft,2254680,"Wenn ihr es wollet zu Tiſche tragen , ſo druͤcket erſt Citronenſafft darein .",2253319,"Hierauf formiret aus einem guten Teig die Paſtetgen wie vorige , leget die Muſcheln nebſt einem Stuͤckgen Butter drein , druͤcket Citronenſafft drauf , decket ſie zu , und backet ſie ab .",Early-Early,2
grundfläche,4112863,Fig. 24. Wann die Grundflaͤche ein Viel- Eck iſt / ſo heiſſet es ein Vielſeitiges Prisma .,1394729,"Ihre Anlagekosten sind geringer , die Reparaturen leichter ausführbar , die Bedienung einfacher ; aber allerdings ist die erforderliche Grundfläche für eine gegebene Gesammtleistung reichlich doppelt so gross als bei jenen .",Cross-Era,4
trauerspiel,2896698,"Es iſt ihm dieſes ſeinem Vorſatze gemaͤß gelungen , und ſein Cato muß darum in den Jahrzeitbuͤchern der Schaubuͤhne unter den Trauerſpielen von dieſem Nahmen vor Cato den vierten gezehlt werden ; des Maternus war der erſte , Addiſons der zweyte , und Deschamps der dritte dieſes Nahmens .",3515402,"Der Opern Zauberwerck zwingt Augen , Ohr und Hertz , Des Luſtſpiels nuͤtzlicher und Geiſt-erfuͤllter Schertz , Der Trauerſpiele Pracht , Verwundern , Furcht und Zagen , Wird von Auguſts Geſchmack , vom Flor der Kuͤnſte ſagen .",Early-Early,2
feuerwerk,2585858,"Leonhard Fronsperger , Bürger zu Ulm , gab 1555 „ Fünf Bücher von Kriegsregiment und Ordnung “ und 1557 sein Buch „ Von Geschütz und Feuerwerk “ heraus , die 1571 beträchtlich vermehrt unter dem Titel „ Kriegsbuch “ erschienen , welches wiederholte Auflagen erlebte .",2329910,"Auch Karl Büttner war von Wörmsbach herübergelaufen , um ſich das Feuerwerk mit anzuſehen .",Late-Late,4
stückwerk,477375,"Viel ſuchen ihre ruh in hoher wiſſenſchafft , Die auch ein Salomon als leeres ſtuͤckwerck preiſet .",2421670,"Der Glaubens Lehre Dunkelheiten , Die kein Geiſt hier kan klar ausdeuten , Durchdringet ihre Faͤhigkeit ; Jhr Wiſſen wird dadurch erweitert , Vermehrt und ferner ausgeheitert , Was hier ein Stuͤkwerk in der Zeit .",Early-Early,2
wortspiel,3510294,So koͤnnte es doch kein verwerfliches Wortſpiel heißen .,1782589,"Die Kuli hatten ſich kindiſch gefreut , wieder einmal eine gute Gelegenheit zu einem ihrer ſo ſehr beliebten Wortſpiele zu haben .",Cross-Era,4
brunnenwasser,2596535,Man kann wohl auch die Federn in dem Wasser der Schmiede oder eines Flusses oder auch in Quell- und Brunnenwasser ablöschen .,5523380,"Während nun das Bier außerhalb der Wellbleche den Weg von c nach b macht , geht in dem Innenraum zwiſchen den Blechen eine kalte Flüſſigkeit von unten nach oben , und zwar Brunnenwaſſer , welches bei f ein- und bei g austritt , den oberen Innenraum in der Richtung der Pfeile durchſtrömend , während Eiswaſſer für den unteren Innenraum bei h ein- und bei i austritt .",Late-Late,4
wortspiel,4197222,"Daher beschränkt sich die schöpferische Kraft gerade des gebildeten Theiles der japanischen Gesellschaft auf Silbenabmessen , Epigramme , Wortspiele und andere geringfügige Erzeugnisse des Geistes .",1814887,"( das mag das frostige wortspiel meinen , χώϱαν ἀτέλεστον ἔχουσιν αὐτοὶ τετελεσμένοι vgl .",Late-Late,4
bergwerk,4989392,Wo ſolten wohl dieſe Bergwercke zu finden ſeyn / außer allein umb den Fichtelberg ? welche Bergwercke nicht nur die Herren Burggrafen / Friederich der V. und deſſen Sohn Friederich VI. reichlich genoſſen / ſondern auch hernach ſich noch fuͤr und fuͤr ereignet .,651735,"Jenes , das ( c ) boͤhmiſche Zinn , wird aus den Bergwerken zu Schlackenwalde , Grupen , Lauterbach , Aberdam , Hohenelb , St. Joͤrgenſtadt , und Schoͤnfeld gewonnen .",Early-Early,4
kreuzzug,5465364,"Engelberts libr. 2. c. 6 & 7. Jch ſehe auch nicht , was es hindert , wenn man dieſen fuͤr eben denſelbigen haͤlt , der Anno 1199 einen Kreuzzug nach Liefland gethan , 1214 der Schlacht bey Bovines beygewohnet , und 1225 dem Erzbiſchof von Coͤln gegen die Straſſenraͤuber beygeſtanden .",3515679,"Die Gelegenheit dazu moͤgen wohl die Creutz-Zuͤge nach dem gelobten Lande gegeben haben , ſo damahls mit ſo groſſem Eifer gegen die Saracenen unternommen wurden .",Early-Early,2
triebwerk,5168018,"Aber wer dies Triebwerk ruͤhret , Und derſelben Lauf regieret , Jſt der weiſeſte Verſtand , Und des Hoͤchſten Allmachts-Hand .",1125873,"Wer das Triebwerk recht ergruͤndet , Welches zum Begreifen treibt , und zum Wiſſen , der befindet , Daß in der Gelehrten Bruſt oft ein kleiner Lucifer , Jn Erkenntniß ſeiner Wege , gerne waͤr , wie Gott , der Herr .",Early-Early,2
kartenspiel,4828554,"Durch das Geſetz vom 3. Juli 1878 ( R.G. Bl. S. 133 ) wurden Spielkarten vom 1. Januar 1879 an unter Aufhebung aller Landesſtempelabgaben einer zur Reichskaſſe fließenden Stempelabgabe unterworfen , welche 0,30 Mark für jedes Kartenſpiel von 36 oder weniger Blättern , 0,50 Mark für jedes andere Spiel beträgt .",2331040,"„ Ihr wart mich wuhl 's Kartenſpielen lahren , Rotzleffel , die d' 'r ſeid ! “ rief Karl den Mitſpielern zu .",Late-Late,4
meerwasser,4485881,"Findet keine Ablenkung statt , so sind die Temperaturen des Meerwassers und des Bades genau gleich .",4617214,"Grössere Quallen wurden im Monat September öfters gesehen , und von nackten Mollusken die als pelagisch bekannte Gattung Scyllaea , letztere während des Lebens durchscheinend hell , mit braunen Flecken , nicht an der Wasserfläche kriechend , sondern durch heftiges Hin- und Herwenden ihres Körpers im Wasser nach oben , unten oder seitwärts schwimmend ; in einer Schüssel mit Meerwasser confinirt , ermattete sie bald und noch so lange sie lebte , lösten sich die meisten ihrer Rückenanhänge während ihrer Bewegungen ab .",Late-Late,4
mauerwerk,4862416,"Die Stein-Eule iſt der Horn-Eule in allen gleich , auſſer , daß dieſelbe nicht wie jene ſich in hohlen Baͤumen aufhaͤlt , ſondern lieber das alte Mauerwerck zu ihrer Wohnung aufſucht .",4972755,"Das Betonfundament des Thurmes ruht auf einem Gewölbebau aus Mauerwerk , das die Munitionsmagazine enthält und wo auch die Handkurbeln zum Drehen des Thurmes ſich befinden .",Cross-Era,2
ruhestand,2104645,"3 ) Hinſichtlich der Pflichten entſcheidet das Princip , daß alle Pflichten und Beſchränkungen der Reichsbeamten auch für die einſtweilig in den Ruheſtand verſetzten fortdauern , welche nicht lediglich auf der Führung eines Amtes ( dem aktiven Dienſt ) beruhen .",1117981,"Schwereren Schaden brachte der Sache des Königs der alte Todfeind der Liberalen Kamptz , der jetzt im Ruheſtande ſeiner ſchreibſeligen Feder freien Lauf ließ und in einer ganzen Reihe ſtaatsrechtlicher Abhandlungen , auch in einer wohlfeilen , für die Maſſe beſtimmten Flugſchrift „ das wahre königliche Wort Friedrich Wilhelm’s III. immer wieder bewies : nichts , gar nichts hätte der alte König ſeinem Volke verſprochen .",Late-Late,4
leinöl,2771474,"Zur Hebung dieſes Uebelſtandes ſind mancherlei Vorſchläge gemacht worden , unter denen beſonders die Methode von Frank , die gefärbte Ware durch eine Löſung von Leinöl in Benzin zu paſſieren , Beachtung verdient .",2584897,"Dies geschieht so : Pech , Leinöl und Weihrauchöl kochen Sie zusammen , bis es dick wird und tragen diesen sogenannten Firnis auf ; darauf zeichnen Sie mit dem Stifte ( Grabstichel ) , was Sie wollen , dann bringen Sie an die Stellen , wo der Firnis weggekratzt ist , Scheidewasser : diesem wird Silberamalgam und Grünspan zugemischt und in 24 Stunden ätzen Sie die Zeichnung so schön in das Eisen , wie es nicht besser mit einem Siegel in Wachs abgedrückt werden kann .",Late-Late,2
kinderspiel,3999097,Welt- Leben iſt nur ein Kinderſpiel .,988636,ZUviel / zuviel / zuviel / was hat euch ſo beſeſſen / Daß ihr nichts anders ſchertzt / Als daß ihr immer hertzt / Wo ihr einander wolt in einer woche freſſen / So wird ein bloſſes kinderſpiel Zuviel / zuviel / zuviel .,Early-Early,2
feuerwerk,5166680,"Bald deucht mir in ihren Bluͤhen , Seh man recht ein Feurwerk gluͤhen , Das zu GOttes Ehren brennt :",829906,"es iſt zwiſchen dieſem ominöſen Feuerwerk des Vaters Mandrill und den herrlichen Federraketen des männlichen Paradiesvogels , die unſere Menſchenweiblein in kongenialem Rhythmotropismus ſo maſſenhaft auf ihre Pariſer Modehüte pflanzen , prinzipiell gar kein Unterſchied .",Cross-Era,4
seewasser,642806,"Er wird in Braſilien ſelbſt etwann eines Fingers dick geſponnen , und bey dieſem Spinnen mit einer aus ausgepreßtem Tabacksſafte , Seewaſſer , den Blaͤttern und der Frucht des Braſilienholzes , Baſtardzimmet , weißen Gummi , oder ſonſt einem andern wohlriechenden Gummi , und ſchwarzen Syrup , zur Honigdicke eingekochten Bruͤhe eingefeuchtet oder angeſchmieret , wovon er auswendig eine ſchwarze Farbe bekoͤmmt , und ſodann in großen , wohl hundert und mehr Pfunde wiegenden Rollen , die in Leder oder ſogenannten Surons eingepackt ſind , verſendet .",662707,"Denn obwol in Smaland und Bohuslehn aus dem Seewaſſer Salz geſotten wird , ſo iſt doch ſolches lange nicht zureichend , die Schweden nur nothduͤrftig damit zu verſorgen .",Early-Early,4
bildhauer,4758211,"das ſind gar zu ungewiſſe Ding , die einen verdaͤchtigen Grund haben , ich will mich lieber eintzig an die heilige Schrifft halten , dieſe lehret mich , daß JEſus GOtt ſeye , voller Gnad und Wahrheit , der allenthalben und zu allen Zeiten gegenwaͤrtig , allen Gewalt im Himmel und auf Erden vom Vatter empfangen habe , daß alle Heilige und Seelige alles aus ſeiner Fuͤlle empfangen , und durch ſeine Gnade ſolche worden ſeyen; es zeugen auch die Heilige Apoſtel von ihme eintraͤchtiglich , daß in ſeinem Nahmen Vergebung der Suͤnden empfahe ein jeder der da glaubt , daß JEſus ein ſtaͤts lauffender Brunn ſey der Erleuchtung , Rechtfertigung , Heiligung und Seeligkeit , den man Tag und Nacht , daheim und auf dem Feld , in Leyd und Freud bey ſich haben koͤnne ; das Bild hingegen koͤnne nicht ein Wort ſprechen , nicht ein Schritt weit gehen , waͤre auch ein unfoͤrmlicher Klotz geblieben , wann nicht jener verſoffene Bildhauer ſeine Kunſt an ihm bewieſen haͤtte; Es ſeye ja wahnſinnig an einem weiſen , verſtaͤndigen Mann , Holtz oder Stein das er ſelbſt geſchnitzt und gebildet habe , anzubetten und zu glauben , daß die Verklaͤrte im Himmel ſo groſſe Luſt an dergleichen Pupen-Werck haben , daß ſie ſo viele Millionen allerſchoͤnſter von Engliſcher Weißheit und Heiligkeit glaͤntzender , lebendiger Bilder GOttes verlaſſen ſollten , ihre Einfluͤſſe und Wuͤrckungen bey lebloſem Holtz und Stein zu haben , das weder GOtt noch Menſchen lieben kan ; Zudem koͤnne er zu keinem Heiligen , wann er auch ſchon ſelbſt leibhafftig zugegen waͤre , ſolche Zuverſicht ſchoͤpfen als wie zu JEſu , dann der habe ſeine Suͤnden getragen , ſeye aus Liebe zu ihm in die Hoͤlle gefahren , in Noth und Tod , ſey ein Fluch und Feg- Opfer vor ihne worden , ſolche Liebe koͤnne ihm kein Geſchoͤpf erweiſen; Uber dieſes ſeye dieſer ſein hoͤchſt-gebenedeyter HERR JEſus kein veraͤnderlicher Menſch , ſondern der unwandelbahre GOtt , und nehme ſich heutigs Tags aller Gnaden-duͤrfftigen Suͤndern eben ſo ſehr an als jemahls; Das lieb-flammende Hertz , ſo am Creutz in ihme gebrannt , habe er in Himmel genommen , und hoͤre bald das Seufftzen der gefangenen Seelen aus Zion . Zu dieſem und zu niemand anders weiſen GOtt der Vatter und der Heilige Geiſt alle Heyls-beduͤrfftige Suͤnder; dieſen und ſonſt niemand preiſen ſeine zwoͤlff Botten an als die Gnaden-Sonn , Heyl-Brunn , Helffer in aller Noth , den Anfaͤnger und Vollender alles Guten , aller Wahrheit und Heiligkeit , der keines Stuͤmplers neben ſich noͤthig habe , ſondern ſich nur zu Gruͤndung ewiger Liebe und uͤberſchwencklicher Freude des einten ſeiner Geſchoͤpfen an dem anderen in der kuͤnfftigen Seligkeit hier in der Zeit dieſes oder jenes als eines Werckzeugs bediene , nach ſeinem Wohlgefallen andere zu zubereiten . Man wolle zwar nicht laͤugnen , daß nicht eine genaue Verbindung ſeye zwiſchen der ſtreitenden und triumphierenden Kirch in ihrem einigen , allgemeinen , unſichtbaren Haupt Chriſto , alſo daß denen ſeeligen Geiſteren alle Gnaden-Wunder , welche der Heilige Geiſt auf Erden wuͤrcket , zu ihrer unausſprechlichen Freud kund werden , und man zweiffle nicht , daß am himmliſchen Hof nicht weit gewiſſere , eigentlichere Nachrichten einlauffen von allem dem , was in denen Geſchaͤfften des Koͤnigreichs GOttes auf Erden vorgehe , als wir hieniden auf der duncklen Erden haben koͤnnen ; ja , ſagte er ferner , er glaube , daß wann zwey unter einer Schulter in dieſem Leben GOtt gedienet , und einer des anderen Vollendung in der Heiligung hefftig begehret , ſolche Begierd auch durch den Tod nicht ausgeloͤſchet werde , ſo weit daß der in der Fremde zuruck gebliebene von ſeinem verklaͤrten Mitglied ein und anderen verborgenen Einfluß in reiner und recht Paradieſiſcher Liebe durch GOttes Neigung empfinde , und es hingegen dem Seeligen offenbahr werde , ob und wie der noch lebende vor ihne gebettet , ſo lang ſie beyſammen auf dem Kampf-Platz geweſen , und wie er gegenwaͤrtig im Gnaden-Leben fortwachſe , auch wie eifrig und treu oder nachlaͤſſig er im Weinberg Chriſti arbeite .",1254128,Herrn N. N. vornehmen Bildhauer zu N.,Early-Early,2
grundfläche,1394698,"Die Höhe der einzelnen Kammern beträgt incl. des oberen , durch Uebertreten der letzten sechs Steinschichten sich stark verengenden Halses 5 bis 5.25 m , die Breite und Länge der Grundfläche ca. 0.43 × 1.26 m , des Ofenquerschnittes unterhalb des Halses 0.29 × 1.12 m und der quadratischen Gichtöffnung 0.29 × 0.29 m .",2550711,Zu einer Merkwürdigkeit war das anlässlich der Weltausstellung nächst dem Hafenquai auf einer Grundfläche von 5250 m2 in staunenswerth kurzer Zeit erbaute Grand Hotel Internacional geworden .,Late-Late,4
windspiel,2659561,Jch komm mir ſelbſt wie ein Windſpiel vor .,2205774,Sie hat ihr Windſpiel „ Jambe ‟ mitgenommen ; aber die Freude an dieſem Schoßhündchen ſollte ihr nicht lange bleiben .,Late-Late,2
feldzug,3633491,"Der Gott aller Welten 324 wie ſie fuͤr ihren Kaiſer zu trauren pflegen 330 wem ſie ihre Niederlagen zuzuſchreiben pflegen 338 wie ſie durch den Kuron weißagen 339 was ſie andern Voͤlkern fuͤr Spottnamen geben 346 wie ſie von dem Tode ihrer Kaiſer reden 354 was ſie ihren Feldhauptleuten fuͤr Beynamen geben 358 , 730 wann ſie ihren Feldzug anheben und endigen 374 ihre hochmuͤthigen Redensarten von den Abgeſandten der Chriſten 390 ſprechen die Namen der Chriſten niemals ohne ein",1338834,Sokrates ſoll drey Feldzuͤge mitgemacht haben .,Early-Early,2
seewasser,4205229,"Mich hat ein guter Freund verſichert , es kaͤme allein daher , daß dieſes Pantoffelholtz ſo ſchwartz waͤre , weil es in Seewaſſer geweichet worden .",5519856,"1858 war bereits die Verlegung einer Leitung gelungen , aber ſie hielt kaum einen Monat ſtand , ſo hatte das Seewaſſer ſeine ländertrennende Kraft behauptet .",Cross-Era,4
kartenspiel,5723691,Wenn ſie das Kartenſpiel nicht vermeiden konnte :,2907077,"Es muß ein ieder Soldat ſeines Landes-Herrn geſamte commandirende Generalitaͤt als ihm ſelbſt ehren , und auf keinerley Weiſe ſich ihnen widerſetzen , ſo lieb ihnen abermahls ihre Ehre , Leib und Leben iſt , die Salva-Guardes und Schutz Briefe , ſo von dem Landes-Fuͤrſten ſelbſt , als auf Ordre von dero Generalitaͤt , ausgeſtellet werden , reſpectiren , denen Ober- Officirern , vom unterſten biß auf den hoͤchſten , ſie ſeyn von demſelben oder einem andern Regiment , mit allen gebuͤhrenden Reſpect und Gehorſam begegnen , alles duelliren , Schlaͤgereyen oder auch andere unfertige Haͤndel , bey einer Lebens- oder andern peinlichen Straffe vermeiden , ſich vor dem Kartenſpielen oder Wuͤrffeln , bey Straffe der Spieß-Ruthen , huͤten , nach dem Zapffen-Schlage in ſeinem Quartier finden laſſen , zur Arbeit , es ſey im Felde , Belagerungen oder Guarniſon , willigſt und zu rechter Zeit einfinden , bey beſetzter Wache , inſonderheit Nachtſchlaffender Zeit , keinen unnoͤthigen Allarm machen , die Wache nicht verſaͤumen , auf der Schild-Wache nicht ſchlaffen , oder vor der Abloͤſung weggehen , ſich den Wachthabenden Officirer oder ſonſt iemand an der Wache , ſie ſeyn von des Landes-Fuͤrſten oder fremder Potentaten Trouppen , wenn ſie mit einander auf Commando ſtehen , in Verrichtungen , darzu er commandiret wird , nicht widerſetzen , zum Marche und Commando auf die gewoͤhnlichen Sammel-Plaͤtze , ſobald darzu angeſchlagen wird , einfinden , die Zug-Ordnung richtig halten , von der Fahne nicht abſentiren , und dahinten bleiben , in Schlachten , Scharmuͤtzeln , Stuͤrmen , oder bey was Gelegenheit es immer wolle , die Flucht nicht ergreiffen , und ſeinen Poſten und Schild-Wache oder andern Herren-Dienſt , der ihm anbefohlen iſt , nicht verlaſſen , noch weniger gar etwan meyneydiger Weiſe deſertiren , mit dem Feinde nicht muͤndlich oder ſchrifftlich correſpondiren , oder demſelben die Loſung offenbahren , alle verdaͤchtige Rottirungen , Zuſammenkuͤnffte und Berathſchlagungen meiden , ohne Conſens der Ober-Officirer keine Sponſalien oder Ehen celebriren , ſeinen Wirth , Wirthin oder Geſinde nicht ungebuͤhrlich tractiren , ſein Gewerbe , Waffen und Kleidung , auch alles andere , was zur Herren-Montur gehoͤrt , nicht wegwerffen , muthwillig verderben , verſetzen , verkauffen , oder aufs Spiel bringen , ohne Vorwiſſen der Ober- Officirer keine unnoͤthige Schulden machen , niemanden , weder auf dem Marche noch ſonſten mit Gewalt etwas abnehmen , bey der Muſterung ſein eignes , keines wegs aber gelehnt fremdes Gewehr und Montur haben , oͤffentlich bey Verſammlung des Kriegs-Volcks nicht um Geld ruffen , und die ſolches thun , ſind als Meutmacher , ohne alle Gnade , an Leib und Leben zu beſtraffen , und uͤberhaupt ſeines Commandeurs Gebothen nachzuleben , und allen oͤffentlichen unter Trompeten , Trommel und Paucken angekuͤndigten Gebothen und Verbothen bey der darinnen geſetzten Straffe nachzukommen und Folge zu leiſten .",Early-Early,4
kinderspiel,2420450,"Dies Kinderſpiel , das ſtellte mir , Manch Lehrbild im Gedanken fuͤr :",987740,Und waͤr es kinder-ſpiel / ſo wuͤrden nicht die alten Auf dieſe leckerey ſo groſſe ſtuͤcke halten .,Early-Early,4
windspiel,4424425,"Windſpiel von edler Art , welches , wann der Haſe gefangen , alle Hunde abtreibt , und verhindert , daß er nicht zerriſſen werde .",2205775,"Das Windſpiel hat im rauhen Geklüft ſein Beinchen gebrochen , auch eine innere Verletzung erlitten .",Cross-Era,1
sonnenlicht,5529016,"Die allgemeine Eigenſchaft der brechenden Körper , Sonnenlicht oder allgemein weißes Licht in verſchiedene Farben aufzulöſen , nennt man Disperſion oder Farbenzerſtreuung ; ſie beruht darauf , daß die das Sonnenlicht zuſammenſetzenden Strahlen von verſchiedener Farbe verſchieden ſtark abgelenkt werden .",2993364,"Nachdem er ſeine Verſuche mit Pflanzen 1778 aufgegeben hatte , fiel ihm auf , daß in den dabei benutzten Waſſergefäßen eine grüne Materie ſich abgeſetzt hatte , welche eine ſehr „ reine “ Luft abſchied ; zahlreiche weitere Beobachtungen lehrten ihn , daß dieß nur unter dem Einfluß des Sonnenlichts geſchieht ; von der vegetabiliſchen Natur dieſer Subſtanz , welche ſpäter als Prieſtley'ſche Materie bezeichnet und aus Algen beſtehend erkannt wurde , hatte Prieſtley ſelbſt indeſſen keine Ahnung .",Late-Late,4
bergwerk,2017642,"3. §. 6 des Geſetzes , betreffend die Verbindlichkeit zum Schadenserſatze für die bei dem Betriebe von Eiſenbahnen , Bergwerken u. ſ. w. herbeigeführten Tödtungen und Körperverletzungen , vom 7. Juni 1871 2 ) ;",2599973,"Die Bergknappen dürfen kein Bergwerk verheimlichen , noch sich eines andern bemächtigen , auch nicht für zwei Hammermeister gleichzeitig arbeiten .",Late-Late,4
kinderspiel,3300554,"So blindlings handeln leider viele , Die wie in einem Kinderſpiele , Der Seelen Werth gering geacht , Und dadurch ſich ums Wol gebracht : Ach ! moͤgten wir doch ſtets erwegen , Wie viel an unſrer Seel gelegen ; So wuͤrden wir uns recht bemuͤhn , Der Suͤnder Reizung zu entfliehn !",988636,ZUviel / zuviel / zuviel / was hat euch ſo beſeſſen / Daß ihr nichts anders ſchertzt / Als daß ihr immer hertzt / Wo ihr einander wolt in einer woche freſſen / So wird ein bloſſes kinderſpiel Zuviel / zuviel / zuviel .,Early-Early,2
sonnenlicht,5166255,"Die Erde die zur Winters Zeit , Mit Eis bedekt mit Schnee beſtreut Von rauher Kaͤlte gantz erfroren , Scheint gleichſam wieder neu gebohren ; So bald der Strahl vom Sonnenlicht , Den Schnee zerlekt , das Eis durchbricht : Und den erfrornen Schoos der Erden , Laͤſt wieder fruchtbahr , traͤchtig werden .",5530223,"Gehört doch zu dieſer Gruppe von Naturerſcheinungen , die man unter dem Namen Photochemie zuſammenfaßt , die ſchon den älteſten Völkern bekannte Thatſache , daß manche Stoffe , wenn ſie dem Sonnenlicht ausgeſetzt werden , allmählich ausbleichen .",Cross-Era,2
uhrwerk,4971166,"Es waren entweder Treibtorpedos , welche durch die Strömung gegen feindliche Schiffe getrieben und durch Uhrwerke zur Exploſion gebracht werden ſollten , oder es waren » Pfahltorpedos « , welche an ſeichten Stellen an auf dem Grunde errichteten Pfahlwerk befeſtigt wurden und durch den Stoß eines Schiffes zur Entzündung kamen .",520866,"Ihre Bewegung gleicht der des Pendels , welcher den Gang eines Uhrwerks regelt , oder dem Pulsſchlage , an welchem man den innern Zuſtand eines Volks prüfen und erkennen kann .",Late-Late,4
schauspiel,2873394,"An jedem Winterſonntag nach der Meſſe harrten die wohlerzogenen Knaben der höheren Stände in den Gängen des Schloſſes um den würdevollen Zug der heimkehrenden „ Herrſchaften “ zu bewundern : voran ſchritt eine Schaar von Läufern , Hoffourieren , Kammerherren und Adjutanten , dann der König in ſeiner altväteriſchen Tracht , bezopft und gepudert , die Hände in einen großen Muff vergraben , darauf die faſt ebenſo alten Prinzen Anton und Max , ebenfalls mit Muffs , den Chapeau-bas unter dem Arme — ein wunderſames Schauſpiel , dem nur ein Dresdener Gemüth mit ungetrübter Andacht beiwohnen konnte .",683893,"» Überlasst sie ihren eigenen inneren Zerwürfnissen « ; alle grosse Kriege der Folgezeit waren , mit Ausnahme der Kreuzzüge , Kriege zwischen Germanen , zum mindesten zwischen germanischen Fürsten ; unser 19. Jahrhundert zeigte in der Hauptsache dasselbe Schauspiel .",Late-Late,4
zitronensaft,2253319,"Hierauf formiret aus einem guten Teig die Paſtetgen wie vorige , leget die Muſcheln nebſt einem Stuͤckgen Butter drein , druͤcket Citronenſafft drauf , decket ſie zu , und backet ſie ab .",2770143,"Ausfärben der Seide in einem Orleanbade bei 50 bis 60 ° R. , um ihr den nötigen gelben Fond zu geben ; dann durch ein ſchwach angeſäuertes Waſſerbad paſſieren und in beſonderem Bade mit Safflor ( kalt ) oder Cochenille ( warm ) ausfärben ; ſchließlich Schönen mit Eſſigſäure oder Citronenſaft , oder Paſſieren durch eine Zinnlöſung .",Cross-Era,2
seewasser,643409,"Die Taufe der Schiffe geſchieht ohne viel Complimenten , bloß dadurch , daß ſolches uͤberall mit Seewaſſer gewaſchen wird ; es muß aber den Matroſen ein Trinkgeld dafuͤr gegeben werden , indem dieſelben ein Recht zu haben glauben , den Schiffſchnabel ( eperon ) abzuhauen , wenn ſolcher nicht von dem Capitaine , oder Schiffer mit etlichen Bouteillen Branntwein , oder einigem Gelde geloͤſet wird .",5523728,"Das Seewaſſer übt nun nicht nur auf die Beſtandteile der Bohne einen ſo nachteiligen Einfluß aus , daß ein ſolcher Kaffee faſt als ganz verdorben zu betrachten iſt , ſondern beeinflußt glücklicherweiſe auch die Farbe des Kaffees derart , daß derſelbe leicht als durch Seewaſſer beſchädigt zu erkennen iſt , oder — treffender geſagt — früher zu erkennen war .",Cross-Era,4
streitsache,3172511,"Hingegen der uͤbrigen ſtreitſachen halber , z. e. uͤber ligende guͤter , erbſchaften und dergleichen , haben ſie iren gerichtsſtand bei irer ordentlichen oberkeit , F. H. Caſſeliſche poſtordnung § III , IIII , Kur- Braunſchweig-Luͤneb. L. O. im IIIIten teile cap. 6 ſ. 370 fg .",230168,Blut-Freunde wie Streitſachen unter ſich vergleichen ſollen 22 . n. 2 . wenn zeugen koͤnnen 54 . n. 23 . 55 . n. 28 . wie fuͤr einander gerichtliche Fuͤrſprecher ſeyn koͤnnen 76 . n. 40 . haben in Lehnſtuͤcken Einſtand Recht 125 . n. 17 . haben Vorzug bey Kirchſtuͤhlen 208 . n. 35 . haben unter Fuͤrſtlichen Kindern das Recht zur Vormundſchafft 227 . n. 10 . an denſelben begangener Todtſchlag wie zu ſtraffen 591 . n. 12 . haben Naͤher-Kauff Recht 499 . n. 15 . deren Succeſſion Recht 482 . n. 18 . 319 . n. 21,Early-Early,2
schauspiel,554022,Von mir wird Palm und Sieg zum ſchau-ſpiel dargeſtellt ; Der koͤnigs-purpur weicht der Roͤthe meiner hirten / Der Helm der frauen-haut / der Scepter meiner Mirten .,1108881,"Welch ein prächtiges Schauſpiel , das eines großen Volkes , deſſen Trümmer ſich nähern , das zur Nationalität , das heißt zum Leben , zurückkehrt ! “",Cross-Era,4
